sürecek	sür:null ecek:null
resimden	resim:null den:null
halsizim	hal:null siz:null im:null
yollayacağız	yolla:null ya:null cağız:null
olaylar	olay:null lar:null
uygulamada	uygula:null ma:null da:null, uygulama:null da:null
alışveriş	alışveriş:null
gezin	gezi:null n:null, gezin:null, gez:null in:null
gezip	gez:null ip:null
dolaş	do:null laş:null, dolaş:null
toparla	toparla:null
fatma	fatma:null
vurmuş	vur:null muş:null
kızılay'a	kızılay:null ':null a:null
izni	izn:null i:null
kendisinde	kendisi:null nde:null, kendi:null si:null nde:null, kendi:null si:null n:null de:null
milyonunu	milyon:null un:null u:null, milyon:null u:null nu:null
aziz	aziz:null
filmler	film:null ler:null
cafe'lere	cafe:null ':null ler:null e:null
rehin	rehin:null
cisminin	cism:null in:null in:null, cism:null i:null nin:null
misafirin	misafir:null in:null
tahlilleri	tahlil:null ler:null i:null, tahlil:null leri:null
gövdeni	gövde:null n:null i:null
seninkinde	sen:null in:null ki:null nde:null, sen:null in:null ki:null n:null de:null, seninki:null n:null de:null
oralardan	ora:null lar:null dan:null
uzaktaki	uzak:null ta:null ki:null
eylül	eylül:null
yeğeni	yeğen:null i:null
çıktım	çık:null tı:null m:null, çıktı:null m:null
çıktın	çık:null tı:null n:null, çıktı:null n:null
çıktık	çık:null tık:null, çık:null tı:null k:null
paranız	para:null nız:null
babasının	baba:null sı:null nın:null
bulunduğunu	bul:null un:null duğ:null un:null u:null, bul:null un:null duğ:null u:null nu:null, bulun:null duğ:null un:null u:null, bulun:null duğ:null u:null nu:null
kazımcan	kazım:null ca:null n:null
yolunu	yol:null u:null nu:null, yol:null un:null u:null
gezeceğiz	gez:null e:null ceğiz:null
ve	v:null e:null, ve:null
yağışlı	yağış:null lı:null, yağışlı:null, yağ:null ış:null lı:null
arazi	arazi:null
alican	alican:null
yapacan	yap:null a:null ca:null n:null
gezeceğim	gez:null eceğ:null im:null
hepimizden	hep:null imiz:null den:null
ciddiye	ciddi:null ye:null
ilgileri	ilgi:null ler:null i:null, ilgi:null leri:null
kilisesi'nin	
başaracağım	başar:null acağ:null ım:null
muzırlığın	muzır:null lığ:null ın:null
fuarda	fuar:null da:null
sektörde	sektör:null de:null
hocalardan	hoca:null lar:null dan:null
birden	birden:null, bir:null den:null
malzeme	malzeme:null
marketin	market:null in:null
vize	vize:null
yapmak	yap:null mak:null
oynar	oyna:null r:null
yapman	yap:null ma:null n:null, yapma:null n:null
yapmam	yap:null ma:null m:null, yapma:null m:null
ayşe	ayşe:null
kainat	kainat:null
eminim	emin:null im:null
kabloyu	kablo:null yu:null
çalışacağız	çalış:null a:null cağız:null
afiyet	afiyet:null
çalışacağım	çalış:null acağ:null ım:null
diyecek	di:null yecek:null
çalışacağın	çalış:null acağ:null ın:null
yüzünüze	yüz:null ünüz:null e:null
tahmin	tahmin:null
zaman	zaman:null
kitabında	kitab:null ın:null da:null, kitab:null ı:null nda:null
yüce	yüce:null
mühendisi	mühendis:null i:null
mayıs	
işimi	iş:null i:null mi:null, iş:null im:null i:null
roza	roza:null
biçmiş	biç:null miş:null
işime	iş:null im:null e:null
gidecekler	gid:null ecek:null ler:null
dörde	dörd:null e:null
dünyasında	dünya:null sı:null nda:null
pekala	pekala:null
gösterirsin	göster:null ir:null si:null n:null
şakıyan	şakı:null ya:null n:null, şakı:null yan:null
yalancı	yalan:null cı:null
dediğim	de:null diğ:null im:null
dediğin	de:null diğ:null in:null
dolanıp	dola:null n:null ıp:null, do:null lan:null ıp:null
yirmişer	yirmi:null şer:null
tatile	tatil:null e:null
şükür	şükür:null
tatili	tatil:null i:null
allah'ım	allah:null ':null ım:null
allah'ın	allah:null ':null ın:null
zeytinyağlı	zeytinyağ:null lı:null
gerçeği	gerçeğ:null i:null
harcasalar	harca:null sa:null lar:null
işletmeyi	işle:null t:null mey:null i:null, işle:null t:null me:null yi:null, işletme:null yi:null
Şok'un	
dese	de:null se:null
kaçtım	kaç:null tı:null m:null
dönmesi	dön:null me:null si:null, dönme:null si:null
korkut	korkut:null
kısmını	kısm:null ı:null nı:null, kısm:null ın:null ı:null
resim	resim:null
fakire	fakir:null e:null
askerde	asker:null de:null
yazın	yazı:null n:null, yazın:null, yaz:null ın:null
yarı	yar:null ı:null, yarı:null
yazık	yazık:null
tabloyu	tablo:null yu:null
buldun	bul:null du:null n:null
buldum	bul:null du:null m:null
direğini	direğ:null in:null i:null, direğ:null i:null ni:null
uyuyacaksın	uyu:null yacak:null sı:null n:null
izler	iz:null ler:null, izle:null r:null
erkenden	erke:null n:null den:null, erken:null den:null
ligden	lig:null den:null
bornova	bornova:null
onur'da	onur:null ':null da:null
sınavı	sınav:null ı:null
düşüncesini	düş:null ü:null nce:null si:null ni:null, düş:null ün:null ce:null si:null ni:null, düş:null ünce:null si:null n:null i:null, düş:null ünce:null si:null ni:null, düşünce:null si:null ni:null, düşün:null ce:null si:null ni:null, düşün:null ce:null si:null n:null i:null, düş:null ü:null nce:null si:null n:null i:null, düş:null ün:null ce:null si:null n:null i:null
tarafına	taraf:null ı:null na:null, taraf:null ın:null a:null
sahayı	saha:null yı:null
aleve	alev:null e:null
dönemimizde	dönem:null imiz:null de:null
dayımlar	dayı:null m:null lar:null
aldığını	al:null dığ:null ı:null nı:null, al:null dığ:null ın:null ı:null
amerika'nın	amerika:null ':null n:null ın:null, amerika:null ':null nın:null
basit	basit:null
konuşsam	konuş:null sa:null m:null
yetiştiği	yetiş:null tiğ:null i:null
ikindi	ikindi:null
çeyizimde	çeyiz:null im:null de:null
hallolur	hallol:null ur:null
ayırdığı	ayır:null dığ:null ı:null
konuda	konu:null da:null
mü	mü:null
temsil	temsil:null
merak	merak:null
baskı	bask:null ı:null
tayfun	tayfun:null
şehre	şehr:null e:null
güveni	güve:null n:null i:null, güven:null i:null
şehri	şehr:null i:null
çayın	çay:null ın:null
satalım	sat:null a:null lım:null, sat:null alı:null m:null, sat:null a:null lı:null m:null
rahatlayacağız	rahat:null la:null ya:null cağız:null, rahatla:null ya:null cağız:null
artık	artık:null
öküzün	öküz:null ün:null
fedakarlık	fedakar:null lık:null
umduğunu	um:null duğ:null u:null nu:null, um:null duğ:null un:null u:null
bitirmişsin	bit:null ir:null miş:null si:null n:null
kabataş'ta	kabataş:null ':null ta:null
odamda	oda:null m:null da:null
isteyenleri	iste:null yen:null ler:null i:null, iste:null yen:null leri:null
bornova'daki	bornova:null ':null da:null ki:null
sıkılmış	sıkıl:null mış:null, sık:null ıl:null mış:null
kaleye	kale:null ye:null
isteyenlere	iste:null yen:null ler:null e:null
tuttum	tut:null tu:null m:null
sonuçlandırdık	sonuç:null lan:null dır:null dık:null, sonuç:null lan:null dır:null dı:null k:null
balık	balık:null
mahalleye	mahalle:null ye:null
turan	turan:null, tura:null n:null
yastığı	yastığ:null ı:null
kopyala	kopyala:null
oyuncularımı	oyun:null cu:null ları:null mı:null, oyun:null cu:null lar:null ım:null ı:null, oyun:null cu:null lar:null ı:null mı:null
başkası	başka:null sı:null
ekran	ekran:null
sıskalar	sıska:null lar:null
çiğnemeden	çiğne:null me:null den:null
sitesi	site:null si:null
gelince	gel:null ince:null, gelin:null ce:null
kefen	kefen:null, kefe:null n:null
pistte	pist:null te:null
vardı	var:null dı:null
abiye	abiye:null, abi:null ye:null
fazlasını	fazla:null sı:null n:null ı:null, fazla:null sı:null nı:null
aşık	aşık:null
oğlu	oğl:null u:null
yapmışlar	yap:null mış:null lar:null
programını	program:null ı:null nı:null, program:null ın:null ı:null
sema'sı	sema:null ':null sı:null
genelleme	genelle:null me:null
diğerleri	diğer:null leri:null
takıma	takım:null a:null, takı:null m:null a:null, tak:null ım:null a:null
dakikamız	dakika:null mız:null
bünyan	bünyan:null
üç	üç:null
uyması	uy:null ma:null sı:null
eşofman	eşofman:null
elçi	elçi:null
yasin'de	yasin:null ':null de:null
köründe	kör:null ü:null nde:null, kör:null ün:null de:null
diyip	di:null yip:null
kafası	kafa:null sı:null
dershane	dershane:null
tanıklık	tanık:null lık:null
onur	onur:null
porno	porno:null
biber	biber:null
hatırımı	hatır:null ım:null ı:null, hatır:null ı:null mı:null
onun	on:null un:null, o:null nun:null
yüzlü	yüz:null lü:null
diş	diş:null
düzü	düz:null ü:null
takımları	takım:null lar:null ı:null, takım:null ları:null
odalarda	oda:null lar:null da:null
hilmi	hilmi:null
kararlı	karar:null lı:null, kar:null ar:null lı:null, kara:null r:null lı:null
olaylara	olay:null lar:null a:null
komutu	komut:null u:null
gösterisi	gösteri:null si:null
kullanacaksın	kullan:null acak:null sı:null n:null, kul:null lan:null acak:null sı:null n:null
yaptırdınız	yap:null tır:null dı:null nız:null
amcan	amca:null n:null
amcam	amca:null m:null
tamamlayabildiniz	tamamla:null yabil:null di:null niz:null, tamam:null la:null yabil:null di:null niz:null
kaçak	kaçak:null
itina	itina:null
pelitli	pelit:null li:null
güzelsin	güzel:null si:null n:null
inşallah	inşallah:null
resimleyin	resimle:null yin:null
megalomanlık	megaloman:null lık:null
seyrede	seyred:null e:null
burası	bur:null ası:null, bura:null sı:null
akrep	akrep:null
yakalarına	yak:null a:null lar:null ı:null na:null, yakala:null r:null ı:null na:null, yaka:null lar:null ı:null na:null, yak:null a:null ları:null na:null, yaka:null lar:null ın:null a:null, yaka:null ları:null na:null, yak:null a:null lar:null ın:null a:null, yakala:null r:null ın:null a:null
parası	para:null sı:null
zayıfla	zayıfla:null
köprüsünün	köprü:null sü:null nün:null
kursta	kurs:null ta:null
randevumu	randevu:null mu:null, randevu:null m:null u:null
rahatlatır	rahat:null la:null t:null ır:null, rahatla:null t:null ır:null
bitirir	bit:null ir:null ir:null
çöktü	çök:null tü:null
pastayı	pasta:null yı:null
öğretmenliğe	öğretmen:null liğ:null e:null
evinde	ev:null in:null de:null, evin:null de:null, ev:null i:null nde:null
öğretmenliği	öğretmen:null liğ:null i:null
arkadaşımın	arkadaş:null ım:null ın:null
verdik	ver:null di:null k:null, ver:null dik:null
verdim	verdi:null m:null, ver:null di:null m:null
verdin	ver:null di:null n:null, verdi:null n:null
arsası	arsa:null sı:null
dolaşacağım	dolaş:null acağ:null ım:null, do:null laş:null acağ:null ım:null
inin	ini:null n:null, in:null in:null
bağlanmış	bağla:null n:null mış:null, bağ:null lan:null mış:null
taraftan	taraf:null tan:null
kasrı	
sınıfta	sınıf:null ta:null
sıcaktan	sıcak:null tan:null
küçük	küçük:null
sürece	sürec:null e:null, sür:null e:null ce:null, süre:null ce:null
olduğunu	ol:null duğ:null u:null nu:null, ol:null duğ:null un:null u:null
tesadüfe	tesadüf:null e:null
açmış	aç:null mış:null
zorla	zor:null la:null, zorla:null
öldürürler	öl:null dür:null ür:null ler:null
binecek	bin:null ecek:null
jel	
doğup	doğ:null up:null
turgutlu'da	turgut:null lu:null ':null da:null, turgutlu:null ':null da:null
diplomayı	diploma:null yı:null
yediye	yedi:null ye:null
derslerine	ders:null ler:null i:null ne:null, ders:null ler:null in:null e:null, ders:null leri:null ne:null
yığın	yığın:null, yığ:null ın:null
aşkım	aşk:null ım:null
aşkın	aşkın:null, aşk:null ın:null
derslerini	ders:null leri:null ni:null, ders:null ler:null i:null ni:null, ders:null ler:null in:null i:null
doğum	doğum:null, doğu:null m:null
yediyi	yedi:null yi:null
bilgi	bilgi:null
buzdolabından	buzdolabı:null n:null dan:null, buzdolabı:null ndan:null, buzdolab:null ı:null ndan:null
amatör	amatör:null
adı	ad:null ı:null
ilaca	ilac:null a:null
eziyet	eziyet:null
baskı	baskı:null
bağışlasın	bağışla:null sın:null
dalgalarını	dalga:null ları:null nı:null, dalga:null lar:null ın:null ı:null, dalga:null lar:null ı:null nı:null
cevap	cevap:null
ablalar	abla:null lar:null
halamlara	hala:null m:null lar:null a:null
kızdım	kız:null dı:null m:null
gösteren	göster:null en:null, göster:null e:null n:null
arkadaşını	arkadaş:null ı:null nı:null, arkadaş:null ın:null ı:null
indik	in:null dik:null, in:null di:null k:null
buldukça	bul:null duk:null ça:null, bul:null dukça:null
gösteri	gösteri:null
dersimiz	de:null r:null si:null miz:null, ders:null imiz:null
sıhhatin	sıhhat:null in:null
sigaranı	sigara:null n:null ı:null
kremle	kremle:null
koç	koç:null
indir	in:null dir:null
bindim	bin:null di:null m:null, bindi:null m:null
bindin	bin:null di:null n:null, bindi:null n:null
teslim	teslim:null
alındı	alın:null dı:null, al:null ın:null dı:null, alındı:null
iptal	iptal:null
yeme	yem:null e:null, ye:null me:null
bayram'ı	bayram:null ':null ı:null
biga'da	biga:null ':null da:null
lan	lan:null, la:null n:null
laf	laf:null
gizledi	gizle:null di:null
alabilecek	al:null abil:null ecek:null
tuvalete	tuvalet:null e:null
saygı	saygı:null
berber	berber:null
yılların	yılla:null r:null ın:null, yıl:null lar:null ın:null
kaloriler	kalori:null ler:null
randevu	randevu:null
dinler	dinle:null r:null, din:null ler:null
hasta	has:null ta:null, hasta:null
almanya'daki	almanya:null ':null da:null ki:null
ibadete	ibadet:null e:null
kaynaklar	kaynak:null lar:null
incir	incir:null
öğretmen	öğretme:null n:null, öğret:null me:null n:null, öğretmen:null
salon	salon:null
günümde	günü:null m:null de:null, gün:null üm:null de:null
mısınız	mı:null sınız:null
bilirim	bil:null ir:null im:null
girerim	gir:null er:null im:null
eğlenmeye	eğlen:null me:null ye:null, eğle:null n:null me:null ye:null, eğlen:null mey:null e:null, eğle:null n:null mey:null e:null
katılabilir	katıl:null abil:null ir:null, kat:null ıl:null abil:null ir:null
başlasan	başla:null sa:null n:null
başlasam	başla:null sa:null m:null
halinize	hal:null iniz:null e:null
tanıya	tanı:null ya:null
Özlem'e	Özlem:null ':null e:null
hiçbirisi	hiçbirisi:null
yapılacak	yap:null ıl:null acak:null
sahaya	saha:null ya:null
kağıda	kağıd:null a:null
İstanbul'da	İstanbul:null ':null da:null
gidin	gid:null in:null
geçecek	geç:null ecek:null
tartışmalar	tartışma:null lar:null, tartış:null ma:null lar:null
sibel'in	sibel:null ':null in:null
giyeceksin	giy:null ecek:null si:null n:null, giyecek:null si:null n:null
başvuru	başvuru:null
güldün	gül:null dü:null n:null
aferin	aferin:null
beşinci	beş:null inci:null
bana	ban:null a:null
kıyak	kıyak:null
mıyım	mı:null yım:null
oralara	ora:null lar:null a:null
muhtemelen	muhtemelen:null
uçaktan	uçak:null tan:null
gelmesi	gel:null me:null si:null
fatura	fatura:null
işinde	iş:null in:null de:null, iş:null i:null nde:null
arasına	ara:null sı:null na:null, ara:null sı:null n:null a:null
arkandan	arka:null n:null dan:null, arka:null n:null da:null n:null
armada	
bırakmayı	bırak:null ma:null yı:null, bırak:null may:null ı:null
gecikmeli	gecik:null meli:null, gecik:null me:null li:null
İzmir	İzmir:null
nisanda	nisan:null da:null
burçin'e	burçin:null ':null e:null
fırat'ın	fırat:null ':null ın:null
cumaya	cuma:null ya:null
yine	yine:null
kahrı	kahr:null ı:null
hastalığı	hasta:null lığ:null ı:null, hastalığ:null ı:null
herifler	herif:null ler:null
canımız	can:null ımız:null
öncesinde	ön:null ce:null si:null nde:null, ön:null ce:null si:null n:null de:null, öncesi:null n:null de:null, önce:null si:null n:null de:null, önce:null si:null nde:null
trafik	trafik:null
gitmemiz	git:null me:null miz:null
yaylalar	yayla:null lar:null
gözlükleri	gözlük:null ler:null i:null, göz:null lük:null ler:null i:null, göz:null lük:null leri:null, gözlük:null leri:null
satmış	sat:null mış:null
oyunlarının	oyun:null lar:null ı:null nın:null, oyun:null ları:null nın:null, oyun:null lar:null ın:null ın:null
yerin	ye:null r:null in:null, yerin:null, yer:null in:null
olmam	ol:null ma:null m:null
olman	ol:null ma:null n:null
yerim	ye:null r:null im:null, yer:null im:null
kiralayalım	kirala:null ya:null lı:null m:null, kirala:null yalı:null m:null, kirala:null ya:null lım:null
olmak	ol:null mak:null
büyüledi	büyüle:null di:null
birimlerden	birim:null ler:null den:null
manyağa	manyağ:null a:null
standart	standart:null
tanıdığım	tanı:null dığ:null ım:null, tanıdığ:null ım:null
geldiler	gel:null di:null ler:null
baş	baş:null
sergide	sergi:null de:null
geliştireceğiz	geliş:null tir:null e:null ceğiz:null
demircilere	demir:null ci:null ler:null e:null, demirci:null ler:null e:null
